RK,PLAYER,AGE,TM,GOALIE_STATS_GP,GOALIE_STATS_GS,GOALIE_STATS_W,GOALIE_STATS_L,GOALIE_STATS_T/O,GOALIE_STATS_GA,SA,SV,SV%,GOALIE_STATS_GAA,GOALIE_STATS_SO,GPS,GOALIE_STATS_MIN,GOALIE_STATS_QS,GOALIE_STATS_QS%,GOALIE_STATS_RBS,GOALIE_STATS_GA%-,GOALIE_STATS_GSAA,SCORING_G,SCORING_A,SCORING_PTS,SCORING_PIM,SEASON
71,Pekka Rinne,26,NSH,52,49,29,15,4,119,1435,1316,.917,2.38,7,9.9,2999,28,.571,8,91,12.32,0,1,1,6,2009
72,Dwayne Roloson,39,EDM,63,62,28,24,9,166,1953,1787,.915,2.77,1,13.1,3597,36,.581,9,93,12.72,0,1,1,10,2009
73,Dany Sabourin,28,PIT,19,16,6,8,2,47,463,416,.898,2.85,0,2.2,989,8,.500,3,111,-4.63,0,0,0,2,2009
74,Curtis Sanford,29,VAN,19,15,7,8,0,42,448,406,.906,2.59,1,2.6,973,7,.467,3,102,-1.00,0,0,0,2,2009
75,Cory Schneider,22,VAN,8,5,2,4,1,20,162,142,.877,3.38,0,0.4,355,1,.200,1,,,0,0,0,0,2009
76,Marek Schwarz,22,STL,2,0,0,0,0,0,5,5,1.000,0.00,0,0.1,15,0,,0,,,0,0,0,0,2009
77,Mike Smith,26,TBL,41,40,14,18,9,108,1282,1174,.916,2.62,2,8.7,2471,25,.625,4,92,9.31,0,1,1,23,2009
78,Tobias Stephan,25,DAL,10,5,1,3,1,27,208,181,.870,3.70,0,0.4,438,1,.200,3,,,0,1,1,0,2009
79,Mikael Tellqvist,29,TOT,21,16,9,6,1,47,533,486,.912,2.74,0,3.4,1028,9,.563,2,96,1.77,0,0,0,0,2009
80,José Théodore,32,WSH,57,55,32,17,5,157,1572,1415,.900,2.87,2,7.9,3287,26,.473,12,109,-13.15,0,3,3,6,2009
81,Tim Thomas,34,BOS,54,53,36,11,7,114,1694,1580,.933,2.10,5,14.7,3259,39,.736,3,74,41.02,0,1,1,6,2009
82,Josh Tordjman,24,PHX,2,2,0,2,0,8,62,54,.871,4.08,0,0.1,118,0,.000,0,,,0,0,0,0,2009
83,Vesa Toskala,31,TOR,53,52,22,17,11,166,1518,1352,.891,3.26,1,6.0,3056,23,.442,13,120,-27.09,0,0,0,2,2009
84,Marty Turco,33,DAL,74,74,33,31,10,203,1993,1790,.898,2.81,3,9.6,4327,38,.514,22,111,-20.62,0,5,5,18,2009
85,Steve Valiquette,31,NYR,15,12,5,5,2,39,421,382,.907,2.84,1,2.5,823,7,.583,1,101,-0.47,0,1,1,2,2009
86,Semyon Varlamov,20,WSH,6,5,4,0,1,13,159,146,.918,2.37,0,1.1,329,4,.800,1,,,0,0,0,2,2009
87,Tomáš Vokoun,32,FLA,59,55,26,23,6,138,1855,1717,.926,2.49,6,14.6,3324,33,.600,4,81,31.75,0,1,1,2,2009
88,Cam Ward,24,CAR,68,68,39,23,5,160,1901,1741,.916,2.44,6,12.9,3928,43,.632,10,92,13.96,0,1,1,4,2009
89,Kevin Weekes,33,NJD,16,13,7,5,0,32,399,367,.920,2.42,0,2.9,795,8,.615,1,88,4.51,0,0,0,0,2009
1,David Aebischer,29,PHX,1,1,0,1,0,3,33,30,.909,3.00,0,0.2,60,0,.000,0,,,0,0,0,0,2008
2,Craig Anderson,26,FLA,17,13,8,6,1,35,535,500,.935,2.25,2,4.9,935,9,.692,1,72,13.60,0,1,1,2,2008
3,Jean-Sébastien Aubin,30,LAK,19,12,5,6,1,44,385,341,.886,3.19,0,1.3,828,5,.417,4,126,-9.03,0,0,0,0,2008
4,Alex Auld,27,TOT,32,28,12,13,5,77,827,750,.907,2.68,3,4.9,1722,12,.429,6,102,-1.87,0,0,0,0,2008
5,Niklas Bäckström,29,MIN,58,56,33,13,8,131,1629,1498,.920,2.31,4,12.1,3409,33,.589,5,89,16.98,0,0,0,2,2008
6,Chris Beckford-Tseu,23,STL,1,0,0,0,0,1,9,8,.889,2.25,0,0.0,27,0,,0,,,0,0,0,0,2008
7,Jonathan Bernier,19,LAK,4,4,1,3,0,16,118,102,.864,4.03,0,0.1,238,1,.250,1,,,0,0,0,0,2008
8,Martin Biron,30,PHI,62,59,30,20,9,153,1865,1712,.918,2.59,5,13.4,3539,33,.559,8,90,16.42,0,1,1,8,2008
9,Brian Boucher,31,SJS,5,3,3,1,1,7,103,96,.932,1.76,1,0.9,238,3,1.000,0,,,0,0,0,0,2008
10,Martin Brodeur,35,NJD,77,77,44,27,6,168,2089,1921,.920,2.17,4,15.5,4635,50,.649,6,89,21.77,0,4,4,6,2008
11,Ilya Bryzgalov,27,TOT,64,62,28,25,6,147,1829,1682,.920,2.44,3,13.5,3614,37,.597,5,88,19.15,0,0,0,2,2008
12,Peter Budaj,25,COL,35,30,16,10,4,82,849,767,.903,2.57,0,4.7,1912,12,.400,6,106,-4.87,0,1,1,2,2008
13,Scott Clemmensen,30,TOR,3,2,1,1,0,10,62,52,.839,3.89,0,-0.1,154,0,.000,1,,,0,0,0,0,2008
14,Dan Cloutier,31,LAK,9,9,2,4,1,28,247,219,.887,3.43,0,0.9,489,4,.444,3,,,0,0,0,2,2008
15,Ty Conklin,31,PIT,33,30,18,8,5,78,1013,935,.923,2.51,2,7.9,1866,17,.567,5,85,14.02,0,1,1,4,2008
16,Corey Crawford,23,CHI,5,3,1,2,0,8,112,104,.929,2.14,1,0.9,224,2,.667,0,,,0,0,0,0,2008
17,Marc Denis,30,TBL,10,4,1,5,0,28,199,171,.859,4.05,0,0.1,415,1,.250,0,,,0,0,0,2,2008
18,Rick DiPietro,26,NYI,63,63,26,28,7,174,1779,1605,.902,2.82,3,9.6,3707,25,.397,11,108,-12.39,0,6,6,18,2008
19,Wade Dubielewicz,29,NYI,20,17,9,9,1,51,627,576,.919,2.70,0,4.6,1132,11,.647,1,90,5.96,0,0,0,0,2008
20,Brian Elliott,22,OTT,1,1,1,0,0,1,29,28,.966,1.01,0,0.4,60,1,1.000,0,,,0,0,0,0,2008
Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,2008
21,Dan Ellis,27,NSH,44,37,23,10,3,87,1147,1060,.924,2.34,6,9.1,2229,23,.622,8,83,17.20,0,0,0,0,2008
22,Ray Emery,25,OTT,31,26,12,13,4,88,800,712,.890,3.13,0,3.2,1689,11,.423,5,121,-15.33,0,0,0,6,2008
23,Erik Ersberg,25,LAK,14,13,6,5,3,33,452,419,.927,2.48,2,3.7,799,8,.615,2,80,8.06,0,0,0,0,2008
24,Manny Fernandez,33,BOS,4,4,2,2,0,16,95,79,.832,3.93,1,-0.3,244,1,.250,3,,,0,0,0,0,2008
25,Marc-André Fleury,23,PIT,35,33,19,10,2,72,909,837,.921,2.33,4,6.9,1857,22,.667,7,87,10.58,0,1,1,0,2008
26,Mathieu Garon,30,EDM,47,44,26,18,1,118,1359,1241,.913,2.66,4,9.0,2658,25,.568,9,96,5.46,0,0,0,8,2008
27,Martin Gerber,33,OTT,57,55,30,18,4,145,1619,1474,.910,2.72,2,10.3,3197,27,.491,11,99,2.07,0,2,2,6,2008
28,Jean-Sébastien Giguère,30,ANA,58,57,35,17,6,117,1508,1391,.922,2.12,4,11.7,3310,38,.667,8,85,19.99,0,0,0,4,2008
29,John Grahame,32,CAR,17,12,5,7,1,53,424,371,.875,3.75,0,0.9,848,3,.250,4,138,-14.48,0,1,1,4,2008
30,Thomas Greiss,22,SJS,3,2,0,1,1,7,50,43,.860,3.26,0,0.0,129,0,.000,0,,,0,0,0,0,2008
31,Jaroslav Halák,22,MTL,6,4,2,1,1,10,151,141,.934,2.11,1,1.4,285,2,.500,0,,,0,0,0,0,2008
32,Josh Harding,23,MIN,29,25,11,15,2,77,838,761,.908,2.94,1,5.1,1571,12,.480,4,101,-0.87,0,1,1,0,2008
33,Dominik Hašek,43,DET,41,40,27,10,3,84,855,771,.902,2.14,5,4.5,2350,19,.475,6,108,-6.33,0,1,1,12,2008
34,Johan Hedberg,34,ATL,36,32,14,15,3,111,1026,915,.892,3.46,1,4.3,1927,12,.375,8,119,-17.80,0,1,1,16,2008
35,Jonas Hiller,25,ANA,23,18,10,7,1,42,578,536,.927,2.06,0,4.8,1223,12,.667,1,80,10.51,0,1,1,0,2008
36,Johan Holmqvist,29,TOT,47,47,21,16,6,129,1164,1035,.889,3.04,2,4.5,2549,19,.404,17,122,-23.26,0,1,1,0,2008
37,Jimmy Howard,23,DET,4,2,0,2,0,7,95,88,.926,2.13,0,0.8,197,1,.500,0,,,0,0,0,0,2008
38,Cristobal Huet,32,TOT,52,51,32,14,6,118,1479,1361,.920,2.32,4,11.1,3049,31,.608,6,88,16.36,0,2,2,0,2008
39,Brent Johnson,30,WSH,19,17,7,8,2,46,500,454,.908,2.67,0,3.0,1032,8,.471,3,101,-0.58,0,0,0,0,2008
40,Curtis Joseph,40,CGY,9,5,3,2,0,17,181,164,.906,2.55,0,1.1,400,3,.600,2,,,0,0,0,2,2008
41,Matt Keetley,21,CGY,1,0,0,0,0,0,2,2,1.000,0.00,0,0.0,9,0,,0,,,0,0,0,0,2008
42,Nikolai Khabibulin,35,CHI,50,48,23,20,6,127,1389,1262,.909,2.63,2,8.5,2892,24,.500,8,101,-0.82,0,2,2,4,2008
43,Miikka Kiprusoff,31,CGY,76,76,39,26,10,197,2096,1899,.906,2.69,2,12.2,4398,38,.500,16,103,-6.59,0,2,2,8,2008
44,Olaf Kölzig,37,WSH,54,52,25,21,6,153,1423,1270,.892,2.91,1,6.0,3154,23,.442,11,118,-23.73,0,2,2,8,2008
45,Jason LaBarbera,28,LAK,45,42,17,23,2,121,1341,1220,.910,3.00,1,8.4,2421,20,.476,9,99,0.82,0,0,0,2,2008
46,Dan LaCosta,21,CBJ,1,0,0,0,0,0,5,5,1.000,0.00,0,0.1,13,0,,0,,,0,0,0,0,2008
47,Patrick Lalime,33,CHI,32,30,16,12,2,86,835,749,.897,2.82,1,4.0,1828,14,.467,5,113,-10.15,0,0,0,8,2008
48,Pascal Leclaire,25,CBJ,54,52,24,17,6,112,1379,1267,.919,2.25,9,10.1,2986,30,.577,6,89,13.27,0,2,2,2,2008
49,Manny Legace,34,STL,66,65,27,25,8,147,1648,1501,.911,2.41,5,10.5,3666,39,.600,12,98,2.71,0,2,2,4,2008
50,Kari Lehtonen,24,ATL,48,45,17,22,5,131,1560,1429,.916,2.90,4,10.9,2707,27,.600,6,92,10.71,0,2,2,4,2008
51,Michael Leighton,26,CAR,3,3,1,1,0,7,68,61,.897,2.66,0,0.3,158,1,.333,0,,,0,0,0,0,2008
52,Henrik Lundqvist,25,NYR,72,72,37,24,10,160,1823,1663,.912,2.23,10,11.9,4305,41,.569,11,97,5.61,0,0,0,2,2008
53,Roberto Luongo,28,VAN,73,73,35,29,9,168,2029,1861,.917,2.38,6,14.4,4233,42,.575,12,91,16.32,0,3,3,4,2008
54,Joey MacDonald,27,NYI,2,2,0,1,1,6,73,67,.918,2.99,0,0.5,120,1,.500,1,,,0,0,0,0,2008
55,Drew MacIntyre,24,VAN,2,0,0,1,0,3,22,19,.864,2.95,0,0.0,61,0,,0,,,0,0,0,0,2008
56,Chris Mason,31,NSH,51,45,18,22,6,130,1278,1148,.898,2.90,4,6.3,2692,22,.489,15,112,-13.90,0,1,1,0,2008
57,Curtis McElhinney,24,CGY,5,1,0,2,0,5,51,46,.902,2.00,0,0.3,150,0,.000,0,,,0,0,0,0,2008
58,Ryan Miller,27,BUF,76,74,36,27,10,197,2104,1907,.906,2.64,3,12.3,4474,37,.500,12,103,-5.87,0,1,1,6,2008
59,Evgeni Nabokov,32,SJS,77,76,46,21,8,163,1802,1639,.910,2.14,6,11.2,4561,47,.618,11,100,0.70,0,2,2,12,2008
60,Antero Niittymäki,27,PHI,28,23,12,9,2,69,739,670,.907,2.91,1,4.4,1424,13,.565,5,103,-1.87,0,0,0,0,2008
61,Fredrik Norrena,34,CBJ,37,30,10,19,6,89,856,767,.896,2.73,2,4.0,1960,12,.400,7,114,-11.24,0,1,1,0,2008
62,Chris Osgood,35,DET,43,40,27,9,4,84,976,892,.914,2.09,4,6.6,2409,26,.650,8,95,4.66,0,3,3,0,2008
63,Dimitri Patzold,24,SJS,3,0,0,0,0,4,20,16,.800,5.51,0,-0.1,44,0,,0,,,0,0,0,0,2008
64,Ondřej Pavelec,20,ATL,7,5,3,3,0,18,190,172,.905,3.11,0,1.1,347,2,.400,0,,,0,0,0,2,2008
65,Carey Price,20,MTL,41,40,24,12,3,103,1282,1179,.920,2.56,3,9.5,2413,24,.600,4,88,13.46,0,2,2,0,2008
66,Jonathan Quick,22,LAK,3,2,1,2,0,9,62,53,.855,3.84,0,0.0,141,0,.000,1,,,0,0,0,0,2008
67,Karri Rämö,21,TBL,22,20,7,11,3,64,632,568,.899,3.03,0,3.1,1269,9,.450,4,111,-6.59,0,1,1,4,2008
68,Tuukka Rask,20,BOS,4,3,2,1,1,10,88,78,.886,3.25,0,0.3,184,1,.333,0,,,0,0,0,0,2008
69,Andrew Raycroft,27,TOR,19,16,2,9,5,63,509,446,.876,3.92,1,1.2,965,4,.250,5,136,-16.76,0,0,0,0,2008
70,Pekka Rinne,25,NSH,1,0,0,0,0,0,8,8,1.000,0.00,0,0.1,29,0,,0,,,0,0,0,0,2008
71,Dwayne Roloson,38,EDM,43,38,15,17,5,119,1204,1085,.901,3.05,0,6.3,2340,17,.447,7,109,-9.63,0,1,1,2,2008
72,Dany Sabourin,27,PIT,24,19,10,9,1,57,596,539,.904,2.75,2,3.4,1242,8,.421,5,105,-2.86,0,0,0,2,2008
73,Curtis Sanford,28,VAN,16,9,4,3,1,32,313,281,.898,2.83,0,1.5,679,5,.556,2,,,0,1,1,2,2008
74,Marek Schwarz,21,STL,2,0,0,1,0,6,17,11,.647,7.25,0,-0.4,50,0,,0,,,0,0,0,0,2008
75,Mike Smith,25,TOT,34,32,15,19,0,84,848,764,.901,2.59,3,4.4,1946,14,.438,8,109,-6.97,0,1,1,12,2008
76,Tobias Stephan,24,DAL,1,1,0,0,1,2,40,38,.950,1.98,0,0.4,61,1,1.000,0,,,0,0,0,0,2008
77,Daniel Taylor,21,LAK,1,0,0,0,0,2,10,8,.800,6.00,0,-0.1,20,0,,0,,,0,0,0,0,2008
78,Mikael Tellqvist,28,PHX,22,17,9,8,2,56,607,551,.908,2.74,2,3.7,1224,10,.588,2,102,-0.86,0,1,1,2,2008
79,José Théodore,31,COL,53,52,28,21,3,123,1367,1244,.910,2.44,3,8.6,3028,31,.596,9,99,1.18,0,2,2,2,2008
80,Jocelyn Thibault,33,BUF,12,7,3,4,2,28,214,186,.869,3.31,2,0.3,507,3,.429,4,,,0,0,0,0,2008
81,Tim Thomas,33,BOS,57,55,28,19,6,136,1731,1595,.921,2.44,3,13.2,3342,38,.691,5,86,21.25,0,0,0,2,2008
82,Hannu Toivonen,23,STL,23,17,6,10,5,69,566,497,.878,3.44,0,1.4,1202,6,.353,4,134,-17.58,0,0,0,2,2008
83,Vesa Toskala,30,TOR,66,64,33,25,6,175,1824,1649,.904,2.74,3,10.2,3837,36,.563,13,106,-9.30,0,5,5,4,2008
84,Marty Turco,32,DAL,62,60,32,21,6,140,1543,1403,.909,2.31,3,9.6,3629,30,.500,9,100,0.17,0,3,3,16,2008
85,Steve Valiquette,30,NYR,13,10,5,3,3,25,296,271,.916,2.19,2,2.1,686,5,.500,2,,,0,0,0,2,2008
86,Tomáš Vokoun,31,FLA,69,69,30,29,8,180,2213,2033,.919,2.68,4,16.1,4031,41,.594,7,90,21.04,0,6,6,4,2008
87,Cam Ward,23,CAR,69,67,37,25,5,180,1870,1690,.904,2.75,4,10.4,3930,35,.522,14,106,-10.12,0,1,1,4,2008
88,Kevin Weekes,32,NJD,9,5,2,2,1,17,160,143,.894,2.97,0,0.7,343,2,.400,1,,,0,0,0,2,2008
89,Tyler Weiman,23,COL,1,0,0,0,0,0,10,10,1.000,0.00,0,0.2,16,0,,0,,,0,0,0,0,2008
1,David Aebischer,28,MTL,32,,13,12,3,93,929,836,.900,3.17,0,5.1,1760,,,,106,-4.97,0,0,0,2,2007
2,Craig Anderson,25,FLA,5,,1,1,1,8,116,108,.931,2.21,0,1.0,217,,,,,,0,0,0,0,2007
3,Jean-Sébastien Aubin,29,TOR,20,,3,5,2,46,371,325,.876,3.43,0,1.1,804,,,,131,-10.84,0,0,0,0,2007
4,Alex Auld,26,FLA,27,,7,13,5,82,729,647,.888,3.35,1,3.0,1471,,,,119,-12.92,0,1,1,2,2007
5,Jason Bacashihua,24,STL,19,,3,7,3,47,450,403,.896,3.16,0,2.3,894,,,,110,-4.36,0,0,0,2,2007
6,Niklas Bäckström,28,MIN,41,,23,8,6,73,1028,955,.929,1.97,5,9.0,2227,,,,75,24.41,0,1,1,2,2007
7,Ed Belfour,41,FLA,58,,27,17,10,152,1550,1398,.902,2.77,1,8.9,3289,,,,103,-5.12,0,2,2,10,2007
8,Martin Biron,29,TOT,35,,18,12,3,101,1042,941,.903,3.03,0,6.1,2001,,,,102,-2.26,0,0,0,25,2007
9,Brian Boucher,30,TOT,18,,2,11,3,54,456,402,.882,3.34,1,1.6,969,,,,125,-10.79,0,0,0,0,2007
10,Martin Brodeur,34,NJD,78,,48,23,7,171,2182,2011,.922,2.18,12,17.3,4697,,,,83,35.76,0,1,1,12,2007
11,Barry Brust,23,LAK,11,,2,4,1,30,245,215,.878,3.70,0,0.7,486,,,,,,0,0,0,0,2007
12,Ilya Bryzgalov,26,ANA,27,,10,8,6,62,668,606,.907,2.47,1,4.2,1509,,,,98,1.30,0,0,0,0,2007
13,Peter Budaj,24,COL,57,,31,16,6,143,1499,1356,.905,2.68,3,9.1,3199,,,,101,-0.96,0,2,2,0,2007
14,Sean Burke,40,LAK,23,,6,10,5,68,687,619,.901,3.12,1,3.9,1310,,,,104,-2.90,0,1,1,4,2007
15,Sébastien Caron,26,TOT,2,,1,0,0,2,31,29,.935,1.36,0,0.3,88,,,,,,0,0,0,0,2007
16,Frédéric Cassivi,31,WSH,4,,0,1,1,6,58,52,.897,2.60,0,0.3,139,,,,,,0,0,0,0,2007
17,Scott Clemmensen,29,NJD,6,,1,1,2,16,144,128,.889,3.14,0,0.6,305,,,,,,0,0,0,0,2007
18,Dan Cloutier,30,LAK,24,,6,14,2,85,608,523,.860,3.98,0,0.7,1281,,,,148,-27.39,0,1,1,21,2007
19,Ty Conklin,30,TOT,16,,3,5,2,40,330,290,.879,3.34,0,1.1,718,,,,128,-8.73,0,0,0,2,2007
20,Marc Denis,29,TBL,44,,17,18,2,125,1068,943,.883,3.19,1,3.9,2353,,,,124,-23.80,0,0,0,2,2007
Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,2007
21,Rick DiPietro,25,NYI,62,,32,19,9,156,1917,1761,.919,2.58,5,14.6,3627,,,,86,25.65,0,2,2,24,2007
22,Wade Dubielewicz,28,NYI,8,,4,1,0,13,198,185,.934,2.06,0,1.8,379,,,,,,0,0,0,0,2007
23,Mike Dunham,34,NYI,19,,4,10,3,61,552,491,.889,3.74,0,2.4,979,,,,117,-8.69,0,1,1,0,2007
24,Ray Emery,24,OTT,58,,33,16,6,138,1691,1553,.918,2.47,5,12.8,3351,,,,86,22.24,0,1,1,30,2007
25,Robert Esche,29,PHI,18,,5,9,1,62,483,421,.872,4.32,1,1.2,860,,,,135,-16.23,0,2,2,2,2007
26,Manny Fernandez,32,MIN,44,,22,16,1,103,1158,1055,.911,2.55,2,7.8,2422,,,,94,6.73,0,0,0,12,2007
27,Brian Finley,25,BOS,2,,0,1,0,3,33,30,.909,3.04,0,0.2,59,,,,,,0,0,0,0,2007
28,Marc-André Fleury,22,PIT,67,,40,16,9,184,1954,1770,.906,2.83,5,12.1,3905,,,,99,1.16,0,3,3,4,2007
29,Yutaka Fukufuji,24,LAK,4,,0,3,0,7,43,36,.837,4.37,0,-0.1,96,,,,,,0,0,0,0,2007
30,Mathieu Garon,29,LAK,32,,13,10,6,79,849,770,.907,2.66,2,5.3,1779,,,,98,1.45,0,1,1,6,2007
31,Martin Gerber,32,OTT,29,,15,9,3,74,784,710,.906,2.78,1,4.8,1599,,,,100,0.29,0,0,0,0,2007
32,Jean-Sébastien Giguère,29,ANA,56,,36,10,8,122,1490,1368,.918,2.26,4,11.2,3245,,,,86,19.19,0,2,2,0,2007
33,John Grahame,31,CAR,28,,10,13,2,72,702,630,.897,2.85,0,3.7,1515,,,,108,-5.48,0,3,3,2,2007
34,Jaroslav Halák,21,MTL,16,,10,6,0,44,469,425,.906,2.89,2,2.9,912,,,,99,0.44,0,1,1,2,2007
35,Josh Harding,22,MIN,7,,3,2,1,7,174,167,.960,1.16,1,2.1,361,,,,,,0,0,0,0,2007
36,Dominik Hašek,42,DET,56,,38,11,6,114,1309,1195,.913,2.05,8,9.1,3341,,,,92,10.04,0,2,2,20,2007
37,Johan Hedberg,33,ATL,21,,9,4,2,51,500,449,.898,2.89,0,2.7,1057,,,,108,-3.62,0,1,1,6,2007
38,Johan Holmqvist,28,TBL,48,,27,15,3,121,1134,1013,.893,2.85,1,5.4,2548,,,,113,-13.54,0,3,3,4,2007
39,Martin Houle,21,PHI,1,,0,0,0,1,3,2,.667,27.27,0,-0.1,2,,,,,,0,0,0,0,2007
40,Cristobal Huet,31,MTL,42,,19,16,3,107,1280,1173,.916,2.81,2,9.4,2286,,,,88,14.29,0,1,1,0,2007
41,Brent Johnson,29,WSH,30,,6,15,7,99,894,795,.889,3.62,0,3.9,1644,,,,117,-14.29,0,1,1,4,2007
42,Curtis Joseph,39,PHX,55,,18,31,2,159,1481,1322,.893,3.19,4,7.0,2993,,,,113,-18.66,0,0,0,10,2007
43,Nikolai Khabibulin,34,CHI,60,,25,26,5,163,1668,1505,.902,2.86,1,9.6,3425,,,,103,-4.94,0,0,0,8,2007
44,Miikka Kiprusoff,30,CGY,74,,40,24,9,181,2190,2009,.917,2.46,7,16.3,4419,,,,87,26.52,0,0,0,2,2007
45,Olaf Kölzig,36,WSH,54,,22,24,6,159,1771,1612,.910,3.00,1,11.8,3184,,,,95,8.82,0,3,3,10,2007
46,Patrick Lalime,32,CHI,12,,4,6,1,33,317,284,.896,3.07,1,1.6,645,,,,,,0,0,0,0,2007
47,Pascal Leclaire,24,CBJ,24,,6,15,2,65,629,564,.897,2.97,1,3.2,1315,,,,109,-5.40,0,0,0,2,2007
48,Manny Legace,33,STL,45,,23,15,5,109,1177,1068,.907,2.59,5,7.5,2522,,,,98,2.53,0,0,0,2,2007
49,Kari Lehtonen,23,ATL,68,,34,24,9,183,2075,1892,.912,2.79,4,14.2,3934,,,,93,13.62,0,1,1,6,2007
50,Michael Leighton,25,TOT,5,,2,2,0,14,112,98,.875,3.92,0,0.3,215,,,,,,0,0,0,0,2007
51,David LeNeveu,23,PHX,6,,2,1,0,15,142,127,.894,3.86,0,0.7,233,,,,,,0,0,0,0,2007
52,Henrik Lundqvist,24,NYR,70,,37,22,8,160,1927,1767,.917,2.34,5,14.3,4109,,,,88,22.60,0,0,0,0,2007
53,Roberto Luongo,27,VAN,76,,47,22,6,171,2169,1998,.921,2.28,5,17.1,4490,,,,83,34.53,0,2,2,10,2007
54,Joey MacDonald,26,TOT,15,,3,7,2,43,406,363,.894,3.12,0,2.0,826,,,,112,-4.53,0,0,0,0,2007
55,Jussi Markkanen,31,EDM,22,,5,9,1,52,457,405,.886,3.14,0,1.8,992,,,,120,-8.70,0,0,0,0,2007
56,Chris Mason,30,NSH,40,,24,11,4,93,1244,1151,.925,2.38,5,10.4,2342,,,,79,24.88,0,1,1,4,2007
57,Jamie McLennan,35,CGY,9,,3,5,1,32,304,272,.895,3.60,0,1.5,533,,,,,,0,0,0,16,2007
58,Ryan Miller,26,BUF,63,,40,16,6,168,1886,1718,.911,2.73,2,12.7,3692,,,,94,10.71,0,2,2,2,2007
59,Mike Morrison,27,PHX,4,,0,3,0,13,62,49,.790,6.13,0,-0.4,127,,,,,,0,0,0,0,2007
60,Evgeni Nabokov,31,SJS,50,,25,16,4,106,1227,1121,.914,2.29,7,8.6,2778,,,,91,10.27,0,0,0,6,2007
61,Antero Niittymäki,26,PHI,52,,9,29,9,166,1567,1401,.894,3.38,0,7.6,2943,,,,112,-17.51,0,0,0,2,2007
62,Fredrik Norrena,33,CBJ,55,,24,23,3,137,1420,1283,.904,2.79,3,8.4,2952,,,,102,-2.44,0,0,0,6,2007
63,Chris Osgood,34,DET,21,,11,3,6,46,496,450,.907,2.38,0,3.1,1161,,,,98,1.00,0,1,1,6,2007
64,Tomáš Pöpperle,22,CBJ,2,,0,0,0,1,14,13,.929,1.35,0,0.1,45,,,,,,0,0,0,0,2007
65,Karri Rämö,20,TBL,2,,0,0,0,4,23,19,.826,3.45,0,-0.1,70,,,,,,0,0,0,0,2007
66,Andrew Raycroft,26,TOR,72,,37,25,9,205,1931,1726,.894,2.99,2,9.4,4108,,,,112,-22.02,0,1,1,8,2007
67,Dwayne Roloson,37,EDM,68,,27,34,6,180,1969,1789,.909,2.75,4,12.8,3932,,,,96,6.58,0,3,3,12,2007
68,Dany Sabourin,26,VAN,9,,2,4,1,21,224,203,.906,2.63,0,1.4,480,,,,,,0,0,0,0,2007
69,Curtis Sanford,27,STL,31,,8,12,5,79,707,628,.888,3.19,0,3.0,1492,,,,118,-12.01,0,0,0,0,2007
70,Philippe Sauvé,26,BOS,2,,0,0,0,4,23,19,.826,5.80,0,-0.1,41,,,,,,0,0,0,0,2007
71,Marek Schwarz,20,STL,2,,0,1,0,3,25,22,.880,3.00,0,0.1,60,,,,,,0,0,0,0,2007
72,Mike Smith,24,DAL,23,,12,5,2,45,511,466,.912,2.23,3,3.5,1213,,,,93,3.42,0,0,0,2,2007
73,Mikael Tellqvist,27,TOT,31,,11,12,3,92,799,707,.885,3.34,2,3.1,1650,,,,122,-16.29,0,1,1,0,2007
74,José Théodore,30,COL,33,,13,15,1,95,870,775,.891,3.26,0,3.9,1748,,,,115,-12.56,0,1,1,6,2007
75,Jocelyn Thibault,32,PIT,22,,7,8,2,52,572,520,.909,2.83,1,3.7,1101,,,,96,2.20,0,0,0,0,2007
76,Tim Thomas,32,BOS,66,,30,29,4,189,1985,1796,.905,3.13,3,12.0,3619,,,,100,-0.90,0,0,0,6,2007
77,Hannu Toivonen,22,BOS,18,,3,9,1,63,502,439,.875,4.23,0,1.4,894,,,,132,-15.43,0,0,0,2,2007
78,Vesa Toskala,29,SJS,38,,26,10,1,84,915,831,.908,2.35,4,5.9,2142,,,,97,2.70,0,3,3,0,2007
79,Marty Turco,31,DAL,67,,38,20,5,140,1564,1424,.910,2.23,6,10.5,3764,,,,94,8.20,0,4,4,18,2007
80,Steve Valiquette,29,NYR,3,,1,2,0,6,45,39,.867,3.14,0,0.1,115,,,,,,0,0,0,0,2007
81,Tomáš Vokoun,30,NSH,44,,27,12,4,104,1299,1195,.920,2.40,5,10.1,2601,,,,84,19.09,0,2,2,4,2007
82,Michael Wall,21,ANA,4,,2,2,0,10,81,71,.877,2.97,0,0.2,202,,,,,,0,1,1,0,2007
83,Cam Ward,22,CAR,60,,30,21,6,167,1625,1458,.897,2.93,2,8.5,3422,,,,108,-13.02,0,1,1,6,2007
84,Kevin Weekes,31,NYR,14,,4,6,2,43,355,312,.879,3.39,0,1.1,761,,,,128,-9.36,0,0,0,0,2007
1,David Aebischer,27,TOT,50,,29,17,2,149,1473,1324,.899,3.09,3,8.6,2895,,,,102,-3.57,0,3,3,16,2006
